problem_solution_key,id,title,solution_column,solution_index,source_broad_tag,source_broad_score,BACKTRACKING,BFS,BINARY_SEARCH,BITMASK,BRUTE_FORCE,COMBINATORICS,DFS,DIJKSTRA,DP,FENWICK_TREE,GCD_LCM,GEOMETRY,GRAPH,GREEDY,MATH,MODULAR_ARITHMETIC,PARAMETRIC_SEARCH,PREFIX_SUM,PRIORITY_QUEUE,SEGMENT_TREE,SIEVE,SIMULATION,SORTING,STACK,TOPO_SORT,TREE,TWO_POINTERS,UNION_FIND,recheck_best_candidate,recheck_best_score,recheck_decision,recheck_reason
165_E_solution_17,165_E,Compatible Numbers,solution_17,17,BITMASK,100,20,0,,,30,,40,,100,,,,,,0,,,,,,,0,,,,,,,DP,100,LIKELY_SPECIFIC_ALGORITHM,단순 비트 연산이 아니라 dp[mask] 형태의 상태 전이가 풀이의 핵심임
165_E_solution_18,165_E,Compatible Numbers,solution_18,18,DP,90,,0,0,100,,,0,0,,0,,,,0,,,,0,,0,,,,,0,0,,,BITMASK,100,LIKELY_SPECIFIC_ALGORITHM,SOS DP라는 매우 구체적인 비트마스크 DP 기법을 사용함
165_E_solution_18,165_E,Compatible Numbers,solution_18,18,BITMASK,100,0,0,,,30,,0,,100,,,,,,0,,,,,,,0,,,,,,,DP,100,LIKELY_SPECIFIC_ALGORITHM,단순 비트 연산이 아니라 DP 테이블 전이가 핵심인 BITMASK_DP임
165_E_solution_19,165_E,Compatible Numbers,solution_19,19,DP,95,,0,0,100,,,0,0,,0,,,,0,,,,0,,0,,,,,0,0,,,BITMASK,100,KEEP_ORIGINAL,"BITMASK_DP의 전형적인 형태인 SOS DP이며, 다른 후보 알고리즘으로 대체 불가능함"
165_E_solution_19,165_E,Compatible Numbers,solution_19,19,BITMASK,95,0,0,,,20,,0,,100,,,,,,20,,,,,,,0,,,,,,,DP,100,LIKELY_SPECIFIC_ALGORITHM,"단순 비트마스크 상태 표현을 넘어, DP 전이 구조(SOS DP)가 시간 복잡도를 결정하는 핵심임"
165_E_solution_20,165_E,Compatible Numbers,solution_20,20,DP,95,,0,0,100,,,0,0,,0,,,,0,,,,0,,0,,,,,0,0,,,BITMASK,100,KEEP_ORIGINAL,전형적인 SOS DP 구조이며 다른 후보로 대체될 수 없음
165_E_solution_20,165_E,Compatible Numbers,solution_20,20,BITMASK,95,0,0,,,20,,0,,100,,,,,,20,,,,,,,0,,,,,,,DP,100,LIKELY_SPECIFIC_ALGORITHM,"비트마스크 표현뿐만 아니라, 이를 활용한 DP 전이가 풀이의 핵심 복잡도를 결정함"
1538_F_solution_1,1538_F,Interesting Function,solution_1,1,MATH,95,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,자릿수 기반의 단순 합산 공식이므로 MATH 분류가 적절함
1538_F_solution_2,1538_F,Interesting Function,solution_2,2,MATH,95,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,정수론적 성질(몫의 합)을 이용한 풀이이므로 MATH 분류가 매우 적절함
1538_F_solution_5,1538_F,Interesting Function,solution_5,5,MATH,100,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,자릿수 기반 카운팅 문제로 MATH 분류가 가장 적절함
1538_F_solution_6,1538_F,Interesting Function,solution_6,6,MATH,100,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,자릿수 기반의 수학적 카운팅 풀이로 MATH가 가장 적절함
1538_F_solution_3,1538_F,Interesting Function,solution_3,3,MATH,95,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,자릿수 체계의 수학적 성질을 이용한 최적의 풀이임.
1538_F_solution_4,1538_F,Interesting Function,solution_4,4,MATH,95,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,자릿수 체계의 성질을 이용한 수학적 풀이임.
1538_F_solution_7,1538_F,Interesting Function,solution_7,7,MATH,95,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,특수한 정수론적 알고리즘보다는 10진법 자릿수 성질을 이용한 일반적인 수학적 접근임
1538_F_solution_8,1538_F,Interesting Function,solution_8,8,MATH,98,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,10진수 자릿수 성질을 이용한 수학 풀이가 명확함
1538_F_solution_11,1538_F,Interesting Function,solution_11,11,MATH,95,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,"단순 사칙연산과 10진법 성질을 이용한 합산으로, MATH 태그가 가장 적절함"
1538_F_solution_12,1538_F,Interesting Function,solution_12,12,MATH,95,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,10진법 체계의 수학적 성질을 이용한 최적 풀이임
1538_F_solution_13,1538_F,Interesting Function,solution_13,13,MATH,100,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,구체적인 정수론적 성질(자릿수 변화 패턴)을 이용한 전형적인 MATH 문제임
1538_F_solution_14,1538_F,Interesting Function,solution_14,14,MATH,100,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,자릿수 체계의 성질을 이용한 전형적인 MATH 문제임
1538_F_solution_9,1538_F,Interesting Function,solution_9,9,MATH,95,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,"제시된 구체적 수학 후보들 중 해당되는 것이 없으며, 일반적인 진법 체계의 성질을 이용한 문제임."
1538_F_solution_10,1538_F,Interesting Function,solution_10,10,MATH,95,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,특정 세부 수학 태그보다는 일반적인 진법 체계의 성질을 이용한 계산 문제임.
1538_F_solution_15,1538_F,Interesting Function,solution_15,15,DP,90,,0,0,0,,,0,0,,0,,,,0,,,,30,,0,,,,,0,0,,,PREFIX_SUM,30,KEEP_ORIGINAL,자릿수 DP 구조가 매우 명확하며 점화식에 기반해 계산함
1538_F_solution_15,1538_F,Interesting Function,solution_15,15,MATH,85,,,0,,0,60,,,90,,0,0,,0,,0,0,,,,0,,,,,,,,DP,90,KEEP_ORIGINAL,수학적 원리가 기반이지만 구현 방식이 DP에 치중되어 있음
1538_F_solution_16,1538_F,Interesting Function,solution_16,16,MATH,100,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,"단순 사칙연산 이상으로, 자릿수 체계의 수학적 성질(base-10)을 이용한 핵심 로직이므로 MATH가 적절함"
1538_F_solution_17,1538_F,Interesting Function,solution_17,17,MATH,95,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,수학적 규칙(자릿수 합산)을 이용한 풀이가 정확하며 다른 구체적 수학 알고리즘으로 대체되지 않음
1538_F_solution_18,1538_F,Interesting Function,solution_18,18,MATH,95,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,자릿수 체계의 수학적 성질을 정확히 이용한 풀이임
962_B_solution_5,962_B,Students in Railway Carriage,solution_5,5,GREEDY,95,,,0,,,,,,10,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,10,KEEP_ORIGINAL,특정 자료구조를 이용한 최적화보다 단순한 그리디 선택과 산술 계산이 핵심인 문제임
962_B_solution_6,962_B,Students in Railway Carriage,solution_6,6,GREEDY,95,,,0,,,,,,10,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,10,KEEP_ORIGINAL,복잡한 자료구조 없이 단순한 조건부 선택으로 해결되는 그리디 문제임
962_B_solution_4,962_B,Students in Railway Carriage,solution_4,4,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,60,0,TWO_POINTERS,60,KEEP_ORIGINAL,"세그먼트를 찾는 과정에서 투포인터 형식을 썼으나, 핵심은 세그먼트별 최적 분배라는 그리디 전략임"
1538_F_solution_19,1538_F,Interesting Function,solution_19,19,MATH,90,,,0,,20,0,,,30,,0,0,,0,,0,0,,,,0,,,,,,,,DP,30,KEEP_ORIGINAL,10진수 자릿수 변화라는 수학적 성질을 이용한 풀이가 맞음
1538_F_solution_20,1538_F,Interesting Function,solution_20,20,MATH,100,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,10진수 자릿수 성질을 이용한 전형적인 수학 문제 풀이임
962_B_solution_1,962_B,Students in Railway Carriage,solution_1,1,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,특정 자료구조 없이 단순 인원수 비교를 통한 그리디 선택이 핵심임
962_B_solution_2,962_B,Students in Railway Carriage,solution_2,2,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"단순 조건문 기반의 그리디 선택이며, 추가적인 고급 자료구조가 필요하지 않음"
962_B_solution_7,962_B,Students in Railway Carriage,solution_7,7,GREEDY,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SORTING,0,KEEP_ORIGINAL,
962_B_solution_8,962_B,Students in Railway Carriage,solution_8,8,GREEDY,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SORTING,0,KEEP_ORIGINAL,
962_B_solution_9,962_B,Students in Railway Carriage,solution_9,9,GREEDY,95,,,0,,,,,,10,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,10,KEEP_ORIGINAL,매 순간 최적의 선택(더 많은 인원이 남은 그룹 배치)이 전체 최적해로 이어지는 그리디 구조가 명확함
962_B_solution_10,962_B,Students in Railway Carriage,solution_10,10,GREEDY,95,,,0,,,,,,10,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,10,KEEP_ORIGINAL,홀수 구간의 추가 좌석을 더 많이 남은 쪽에게 할당하는 선택이 전체 최적해를 보장하는 그리디 방식임
962_B_solution_10,962_B,Students in Railway Carriage,solution_10,10,MATH,70,,,0,,0,0,,,0,,0,0,,95,,0,0,,,,0,,,,,,,,GREEDY,95,KEEP_ORIGINAL,단순한 몫과 나머지 연산을 통한 구간 수용량 계산이므로 구체적인 수학 태그보다는 GREEDY/MATH의 조합으로 보는 것이 적절함
962_B_solution_13,962_B,Students in Railway Carriage,solution_13,13,GREEDY,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SORTING,0,KEEP_ORIGINAL,
962_B_solution_14,962_B,Students in Railway Carriage,solution_14,14,GREEDY,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SORTING,0,KEEP_ORIGINAL,
962_B_solution_14,962_B,Students in Railway Carriage,solution_14,14,MATH,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,
962_B_solution_11,962_B,Students in Railway Carriage,solution_11,11,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,단순 선택 기준에 의한 그리디 풀이이며 다른 구체적 알고리즘이 필요하지 않음
962_B_solution_12,962_B,Students in Railway Carriage,solution_12,12,GREEDY,90,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,수학적 관찰에 기반한 그리디 풀이이며 다른 구체적 알고리즘 요소가 없음
962_B_solution_12,962_B,Students in Railway Carriage,solution_12,12,MATH,85,,,0,,0,0,,,0,,0,0,,90,,0,0,,,,0,,,,,,,,GREEDY,90,KEEP_ORIGINAL,단순 몫과 나머지를 이용한 계산이므로 구체적인 정수론/조합론 태그보다는 general한 MATH와 GREEDY의 조합이 적절함
962_B_solution_15,962_B,Students in Railway Carriage,solution_15,15,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,"단순한 용량 할당 문제이며, 매 단계의 최적 선택이 전체 최적을 보장하는 명확한 그리디 구조임"
962_B_solution_16,962_B,Students in Railway Carriage,solution_16,16,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,매 구간의 최적 선택이 전체 최적해로 이어지는 전형적인 그리디 문제임
962_B_solution_17,962_B,Students in Railway Carriage,solution_17,17,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,60,0,,,0,0,SORTING,60,KEEP_ORIGINAL,"정렬을 사용하긴 하지만, 이는 그리디 선택을 돕기 위한 수단일 뿐이며 문제의 핵심은 빈 좌석의 홀수/짝수 성질을 이용한 최적 배치임"
962_B_solution_18,962_B,Students in Railway Carriage,solution_18,18,GREEDY,100,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,추가적인 자료구조 없이 단순 산술 연산과 조건문만으로 최적해를 구하는 그리디 구조임
1369_C_solution_1,1369_C,RationalLee,solution_1,1,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,85,0,,,65,0,SORTING,85,KEEP_ORIGINAL,"정렬과 투포인터는 그리디 전략을 구현하기 위한 수단이며, 핵심 논리는 최적의 선택을 반복하는 그리디 알고리즘임."
1369_C_solution_2,1369_C,RationalLee,solution_2,2,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,85,0,,,65,0,SORTING,85,KEEP_ORIGINAL,전형적인 정렬 기반 그리디 문제임.
962_B_solution_19,962_B,Students in Railway Carriage,solution_19,19,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,50,0,,,0,0,SORTING,50,KEEP_ORIGINAL,"구간별 최대 수용 인원을 결정하고 남은 학생 수를 소모하는 방식은 전형적인 그리디 접근이며, 다른 특수 알고리즘의 개입이 없다."
962_B_solution_20,962_B,Students in Railway Carriage,solution_20,20,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,단순 구간 분할 후 최적 그룹 매칭으로 해결되는 전형적인 그리디 문제임.
1369_C_solution_3,1369_C,RationalLee,solution_3,3,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,95,0,,,60,0,SORTING,95,KEEP_ORIGINAL,"정렬 기반의 그리디 선택이 핵심이며, 다른 특정 자료구조나 알고리즘으로 대체될 성격이 아님"
1369_C_solution_4,1369_C,RationalLee,solution_4,4,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,95,0,,,60,0,SORTING,95,KEEP_ORIGINAL,"정렬 기반 그리디가 최적해를 보장하는 구조이며, 다른 특수 알고리즘의 필요성이 없음"
1369_C_solution_5,1369_C,RationalLee,solution_5,5,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,85,0,,,65,0,SORTING,85,KEEP_ORIGINAL,"정렬과 투포인터가 사용되었으나, 문제의 핵심은 어떤 수를 누구에게 배정할 것인가에 대한 그리디 선택이다."
1369_C_solution_6,1369_C,RationalLee,solution_6,6,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,85,0,,,0,0,SORTING,85,KEEP_ORIGINAL,"정렬 기반의 그리디 선택이 핵심이며, 다른 구체적인 알고리즘으로 대체되지 않는다."
1369_C_solution_7,1369_C,RationalLee,solution_7,7,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,90,0,,,30,0,SORTING,90,KEEP_ORIGINAL,"정렬을 기반으로 한 그리디 선택이 핵심이며, 다른 후보 알고리즘이 대체할 수 없는 구조임"
1369_C_solution_8,1369_C,RationalLee,solution_8,8,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,90,0,,,60,0,SORTING,90,KEEP_ORIGINAL,정렬 후 최적의 쌍을 선택하는 그리디 전략이 문제의 핵심임
1369_C_solution_9,1369_C,RationalLee,solution_9,9,GREEDY,90,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,90,0,,,0,0,SORTING,90,KEEP_ORIGINAL,정렬을 기반으로 한 그리디 접근이 명확함
1369_C_solution_10,1369_C,RationalLee,solution_10,10,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,90,0,,,80,0,SORTING,90,KEEP_ORIGINAL,정렬 후 양 끝단 값을 매칭하는 투 포인터 기반 그리디가 최적해를 보장함
1369_C_solution_11,1369_C,RationalLee,solution_11,11,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,85,0,,,30,0,SORTING,85,KEEP_ORIGINAL,"정렬은 그리디 전략을 수행하기 위한 전처리 단계이며, 핵심은 어떤 값을 선택하느냐는 그리디 논리에 있음"
1369_C_solution_12,1369_C,RationalLee,solution_12,12,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,85,0,,,30,0,SORTING,85,KEEP_ORIGINAL,"정렬은 그리디 전략을 위해 필수적인 전처리기이며, 정답을 결정하는 핵심 논리는 그리디 선택에 있음"
1369_C_solution_13,1369_C,RationalLee,solution_13,13,GREEDY,100,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,95,0,,,75,0,SORTING,95,KEEP_ORIGINAL,정렬 기준의 그리디 전략이 문제의 시간복잡도와 정답 논리를 결정하는 핵심임
1369_C_solution_14,1369_C,RationalLee,solution_14,14,GREEDY,100,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,95,0,,,60,0,SORTING,95,KEEP_ORIGINAL,정렬된 상태에서의 최적 선택 전략이 핵심이므로 그리디 분류가 적절함
1369_C_solution_15,1369_C,RationalLee,solution_15,15,GREEDY,100,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,90,0,,,40,0,SORTING,90,KEEP_ORIGINAL,"정렬된 상태에서 최적의 쌍을 맺어주는 전형적인 Greedy 문제이며, 다른 대체 알고리즘의 징후가 없음"
1369_C_solution_16,1369_C,RationalLee,solution_16,16,GREEDY,100,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,90,0,,,40,0,SORTING,90,KEEP_ORIGINAL,전형적인 Greedy 매칭 문제이며 정렬을 통한 최적 선택 구조가 명확함
1369_C_solution_17,1369_C,RationalLee,solution_17,17,GREEDY,100,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,80,0,,,40,0,SORTING,80,KEEP_ORIGINAL,"정렬이 필수적이지만, 정렬 이후의 값 배분 로직(가장 큰 w에 가장 작은 값을 매칭)이 문제 해결의 핵심 논리이므로 GREEDY가 적절함"
1369_C_solution_18,1369_C,RationalLee,solution_18,18,GREEDY,100,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,80,0,,,70,0,SORTING,80,KEEP_ORIGINAL,"투포인터와 정렬이 사용되었으나, 이는 그리디하게 최솟값과 최댓값을 매칭하기 위한 도구일 뿐이며 전체적인 전략은 그리디함"
1369_C_solution_19,1369_C,RationalLee,solution_19,19,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,85,0,,,65,0,SORTING,85,KEEP_ORIGINAL,"정렬과 투포인터 기법이 사용되었으나, 이는 그리디 전략을 구현하기 위한 수단이며 문제의 핵심은 '어떤 값을 누구에게 배분할 것인가'에 대한 그리디 결정임"
1369_C_solution_20,1369_C,RationalLee,solution_20,20,GREEDY,95,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,85,0,,,65,0,SORTING,85,KEEP_ORIGINAL,그리디 전략이 문제 해결의 핵심이며 정렬은 이를 위한 전처리 단계임
702_B_solution_1,702_B,Powers of Two,solution_1,1,MATH,60,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,"2의 거듭제곱 성질을 이용한 간단한 수학적 접근이며, 핵심 제어 구조는 맵 탐색임"
702_B_solution_2,702_B,Powers of Two,solution_2,2,MATH,60,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,간단한 2의 거듭제곱 성질 이용
702_B_solution_3,702_B,Powers of Two,solution_3,3,MATH,70,,,0,,30,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,30,KEEP_ORIGINAL,"2의 거듭제곱이라는 성질을 이용하지만, 복잡한 정수론적 증명보다는 해시 맵을 통한 효율적인 탐색이 핵심임"
702_B_solution_4,702_B,Powers of Two,solution_4,4,MATH,70,,,0,,30,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,30,KEEP_ORIGINAL,"수학적 성질(2^x)을 이용한 탐색 범위 제한이 핵심이나, 이를 구현하는 주 도구는 해시 맵임"
702_B_solution_5,702_B,Powers of Two,solution_5,5,MATH,80,,,0,,60,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,60,KEEP_ORIGINAL,"2의 거듭제곱이라는 수학적 성질을 이용하지만, 복잡한 정수론적 기법보다는 단순 값 생성 및 비교에 해당함."
702_B_solution_6,702_B,Powers of Two,solution_6,6,MATH,80,,,0,,60,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,60,KEEP_ORIGINAL,"2의 거듭제곱 합이라는 수학적 성질을 이용하지만, 이는 단순한 값의 범위 제한으로 작용하며 복잡한 수학적 증명이나 알고리즘이 필요하지 않음."
702_B_solution_7,702_B,Powers of Two,solution_7,7,MATH,85,,,0,,70,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,70,KEEP_ORIGINAL,2의 거듭제곱이라는 수학적 성질 자체가 문제의 핵심 조건임
702_B_solution_8,702_B,Powers of Two,solution_8,8,MATH,85,,,0,,70,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,70,KEEP_ORIGINAL,2의 거듭제곱 성질을 이용한 값 탐색이 문제의 핵심이다.
702_B_solution_9,702_B,Powers of Two,solution_9,9,MATH,70,,,0,,60,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,60,KEEP_ORIGINAL,"2의 거듭제곱이라는 수학적 성질을 이용한 문제로, 구체적인 정수론 기법보다는 단순 수열 성질 이용에 가까움"
702_B_solution_10,702_B,Powers of Two,solution_10,10,MATH,70,,,0,,60,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,60,KEEP_ORIGINAL,2의 거듭제곱 성질을 이용한 단순 계산 문제임
702_B_solution_11,702_B,Powers of Two,solution_11,11,MATH,80,,,0,,30,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,30,KEEP_ORIGINAL,"2의 거듭제곱수라는 특성을 이용한 단순 수학적 확인 과정이며, 더 구체적인 정수론 알고리즘이 필요하지 않음"
702_B_solution_12,702_B,Powers of Two,solution_12,12,MATH,80,,,0,,30,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,30,KEEP_ORIGINAL,특별한 정수론 알고리즘 없이 2의 거듭제곱 성질만 이용함
702_B_solution_13,702_B,Powers of Two,solution_13,13,MATH,85,,,0,,40,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,40,KEEP_ORIGINAL,"2의 거듭제곱이라는 수학적 성질을 이용하지만, 정답 도출의 핵심은 Hash Map을 통한 효율적 탐색에 있음"
702_B_solution_14,702_B,Powers of Two,solution_14,14,MATH,85,,,0,,40,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,40,KEEP_ORIGINAL,"2의 거듭제곱 성질을 이용하지만, 핵심 효율성은 Map 자료구조에서 나옴"
702_B_solution_15,702_B,Powers of Two,solution_15,15,MATH,60,,,0,,40,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,40,KEEP_ORIGINAL,"2의 거듭제곱이라는 수학적 성질을 이용하지만, 이를 구현하는 핵심 도구는 Hash Map임"
702_B_solution_16,702_B,Powers of Two,solution_16,16,MATH,60,,,0,,40,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,40,KEEP_ORIGINAL,"2의 거듭제곱 성질을 활용한 단순 계산 문제로, 더 구체적인 수학 알고리즘(정수론 등)이 핵심은 아님"
702_B_solution_17,702_B,Powers of Two,solution_17,17,MATH,70,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,"2의 거듭제곱이라는 수학적 성질을 이용하지만, 이를 구현하는 핵심 도구는 Hash Map임."
702_B_solution_18,702_B,Powers of Two,solution_18,18,MATH,70,,,0,,0,30,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,COMBINATORICS,30,KEEP_ORIGINAL,"수학적 성질(2의 거듭제곱)을 사용하지만, 구현상의 핵심은 Hash Map 조회이다."
702_B_solution_19,702_B,Powers of Two,solution_19,19,MATH,60,,,0,,40,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,40,KEEP_ORIGINAL,"2의 거듭제곱이라는 수학적 성질을 이용하지만, 해결 방법은 단순 해시 맵 탐색임"
702_B_solution_20,702_B,Powers of Two,solution_20,20,MATH,60,,,0,,40,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,BRUTE_FORCE,40,KEEP_ORIGINAL,단순 2의 거듭제곱 성질 이용
1373_D_solution_3,1373_D,Maximum Sum on Even Positions,solution_3,3,GREEDY,70,,,0,,,,,,95,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,95,LIKELY_SPECIFIC_ALGORITHM,"GREEDY하게 보일 수 있으나, 전형적인 DP 문제인 Maximum Subarray Sum (Kadane's) 구조임"
1373_D_solution_3,1373_D,Maximum Sum on Even Positions,solution_3,3,DP,95,,0,0,0,,,0,0,,0,,,,70,,,,40,,0,,,,,0,0,,,GREEDY,70,KEEP_ORIGINAL,"명확한 점화식(dp[i] = max(a[i], dp[i-1]+a[i]))을 기반으로 하는 DP 풀이임"
1373_D_solution_4,1373_D,Maximum Sum on Even Positions,solution_4,4,GREEDY,70,,,0,,,,,,95,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,95,LIKELY_SPECIFIC_ALGORITHM,구조적으로 Kadane's 알고리즘(DP)을 구현한 것임
1373_D_solution_4,1373_D,Maximum Sum on Even Positions,solution_4,4,DP,95,,0,0,0,,,0,0,,0,,,,70,,,,30,,0,,,,,0,0,,,GREEDY,70,KEEP_ORIGINAL,전형적인 Kadane's DP 풀이임
1373_D_solution_1,1373_D,Maximum Sum on Even Positions,solution_1,1,GREEDY,80,,,0,,,,,,90,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,90,KEEP_ORIGINAL,"Kadane's algorithm은 그리디한 선택과 DP의 성격을 동시에 가지나, 문제의 구조상 DP로 분류하는 것이 일반적이며 적절함"
1373_D_solution_1,1373_D,Maximum Sum on Even Positions,solution_1,1,DP,90,,0,0,0,,,0,0,,0,,,,80,,,,40,,0,,,,,0,0,,,GREEDY,80,KEEP_ORIGINAL,명확한 상태 전이(현재까지의 최대합)를 사용하는 Kadane's 알고리즘이므로 DP 분류가 타당함
