problem_solution_key,primary_algorithm_b1,primary_algorithm_b2,primary_match,confidence_b1,confidence_b2,max_tag_diff,max_tag_diff_tag,avg_tag_diff,compared_b1_is_boilerplate,compared_b2_is_boilerplate
487_A_solution_13,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,10,IMPLEMENTATION,0.33,True,False
487_A_solution_14,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,15,IMPLEMENTATION,0.29,True,False
487_A_solution_15,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,20,SIMULATION,0.38,True,False
487_A_solution_16,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,50,SIMULATION,0.46,True,False
487_A_solution_17,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,0,IMPLEMENTATION,0.0,True,False
487_A_solution_18,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,10,SIMULATION,0.25,True,False
487_A_solution_19,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,60,PARAMETRIC_SEARCH,0.96,True,False
487_A_solution_2,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,30,SIMULATION,0.38,True,False
487_A_solution_20,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,25,IMPLEMENTATION,0.58,True,False
487_A_solution_3,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,40,SIMULATION,0.42,True,False
487_A_solution_4,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,10,MATH,0.08,True,False
487_A_solution_5,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,20,SIMULATION,0.33,True,False
487_A_solution_6,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,20,MATH,0.29,True,False
487_A_solution_7,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,20,SIMULATION,0.21,True,False
487_A_solution_8,BRUTE_FORCE,DP,False,HIGH,HIGH,80,DP_2D,1.75,True,False
487_A_solution_9,PARAMETRIC_SEARCH,PARAMETRIC_SEARCH,True,HIGH,HIGH,30,BINARY_SEARCH,0.67,True,False
570_C_solution_1,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,40,SIMULATION,0.62,True,False
570_C_solution_10,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,30,MATH,0.38,True,False
570_C_solution_11,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,10,SIMULATION,0.21,True,False
570_C_solution_12,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,10,SIMULATION,0.17,True,False
570_C_solution_13,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,40,GREEDY,0.58,True,False
570_C_solution_14,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,60,BINARY_SEARCH,1.21,True,False
570_C_solution_15,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,30,GREEDY,0.71,True,False
570_C_solution_16,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,20,STRING,0.25,True,False
570_C_solution_17,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,30,SIMULATION,0.58,True,False
570_C_solution_18,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,40,HASH_SET,1.46,True,False
570_C_solution_19,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,20,MATH,0.21,True,False
570_C_solution_2,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,20,SIMULATION,0.38,True,False
570_C_solution_20,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,20,SIMULATION,0.42,True,False
570_C_solution_3,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,10,SIMULATION,0.12,True,False
570_C_solution_4,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,10,SIMULATION,0.21,True,False
570_C_solution_5,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,40,SIMULATION,0.83,True,False
570_C_solution_6,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,20,MATH,0.38,True,False
570_C_solution_7,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,30,SIMULATION,0.25,True,False
570_C_solution_8,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,45,SIMULATION,0.54,True,False
570_C_solution_9,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,25,SIMULATION,0.21,True,False
702_B_solution_1,HASH_MAP,HASH_MAP,True,HIGH,HIGH,40,NUMBER_THEORY,1.21,True,False
702_B_solution_10,HASH_MAP,HASH_MAP,True,HIGH,HIGH,40,NUMBER_THEORY,1.0,True,False
702_B_solution_11,HASH_MAP,HASH_MAP,True,HIGH,HIGH,30,NUMBER_THEORY,0.54,True,False
702_B_solution_12,HASH_MAP,HASH_MAP,True,HIGH,HIGH,30,BITMASK,0.54,True,False
702_B_solution_13,HASH_MAP,HASH_MAP,True,HIGH,HIGH,20,BIT_MANIPULATION,0.33,True,False
702_B_solution_14,HASH_MAP,HASH,False,HIGH,HIGH,20,IMPLEMENTATION,0.5,True,False
702_B_solution_15,HASH_MAP,HASH_MAP,True,HIGH,HIGH,10,IMPLEMENTATION,0.5,True,False
702_B_solution_16,HASH_MAP,HASH_MAP,True,HIGH,HIGH,30,NUMBER_THEORY,0.79,True,False
702_B_solution_17,HASH_MAP,HASH_MAP,True,HIGH,HIGH,30,BRUTE_FORCE,0.5,True,False
702_B_solution_18,HASH_MAP,HASH_MAP,True,HIGH,HIGH,30,NUMBER_THEORY,0.88,True,False
702_B_solution_19,HASH_MAP,HASH_MAP,True,HIGH,HIGH,40,NUMBER_THEORY,0.67,True,False
702_B_solution_2,HASH_MAP,HASH_MAP,True,HIGH,HIGH,90,HASH,1.42,True,False
702_B_solution_20,HASH_MAP,HASH_MAP,True,HIGH,HIGH,40,NUMBER_THEORY,0.96,True,False
702_B_solution_3,HASH_MAP,HASH_MAP,True,HIGH,HIGH,10,MATH,0.21,True,False
702_B_solution_4,HASH_MAP,HASH_MAP,True,HIGH,HIGH,30,BRUTE_FORCE,1.29,True,False
702_B_solution_5,HASH_MAP,HASH_MAP,True,HIGH,HIGH,20,BRUTE_FORCE,0.33,True,False
702_B_solution_6,HASH_MAP,HASH_MAP,True,HIGH,HIGH,10,IMPLEMENTATION,0.12,True,False
702_B_solution_7,HASH_MAP,HASH_MAP,True,HIGH,HIGH,20,BITMASK,0.54,True,False
702_B_solution_8,HASH_MAP,HASH_MAP,True,HIGH,HIGH,40,BRUTE_FORCE,1.08,True,False
702_B_solution_9,HASH_MAP,HASH_MAP,True,HIGH,HIGH,40,BIT_MANIPULATION,1.08,True,False
804_B_solution_1,MATH,MATH,True,HIGH,HIGH,40,DP,1.79,True,False
804_B_solution_10,MATH,MATH,True,HIGH,HIGH,50,FAST_POWER,1.54,True,False
804_B_solution_11,DP,DP,True,HIGH,HIGH,40,COMBINATORICS,0.92,True,False
804_B_solution_12,MATH,MATH,True,HIGH,HIGH,40,IMPLEMENTATION,1.17,True,False
804_B_solution_13,MATH,MATH,True,HIGH,HIGH,25,GREEDY,0.5,True,False
804_B_solution_14,MATH,MATH,True,HIGH,HIGH,50,COMBINATORICS,0.88,True,False
804_B_solution_15,MATH,MATH,True,HIGH,HIGH,20,IMPLEMENTATION,0.83,True,False
804_B_solution_16,MATH,MATH,True,HIGH,HIGH,40,FAST_POWER,1.54,True,False
804_B_solution_17,MATH,MATH,True,HIGH,HIGH,30,SIMULATION,0.92,True,False
804_B_solution_18,MATH,MATH,True,HIGH,HIGH,30,SIMULATION,1.42,True,False
804_B_solution_19,MATH,MATH,True,HIGH,HIGH,30,DP,1.21,True,False
804_B_solution_2,MATH,MATH,True,HIGH,HIGH,40,DP_1D,1.42,True,False
804_B_solution_20,MATH,MATH,True,HIGH,HIGH,30,IMPLEMENTATION,1.17,True,False
804_B_solution_3,MATH,MATH,True,HIGH,HIGH,60,FAST_POWER,1.75,True,False
804_B_solution_4,MATH,MATH,True,HIGH,HIGH,40,FAST_POWER,1.67,True,False
804_B_solution_5,MATH,MATH,True,HIGH,HIGH,35,IMPLEMENTATION,0.96,True,False
804_B_solution_6,MATH,MATH,True,HIGH,HIGH,30,DP,1.46,True,False
804_B_solution_7,MATH,MATH,True,HIGH,HIGH,25,GREEDY,0.58,True,False
804_B_solution_8,MATH,MATH,True,HIGH,HIGH,30,SIMULATION,0.83,True,False
804_B_solution_9,DP,MATH,False,HIGH,HIGH,65,DP_1D,2.58,True,False
818_F_solution_1,PARAMETRIC_SEARCH,PARAMETRIC_SEARCH,True,HIGH,HIGH,30,COMBINATORICS,0.62,True,False
818_F_solution_10,MATH,MATH,True,HIGH,HIGH,30,BRUTE_FORCE,0.5,True,False
818_F_solution_11,PARAMETRIC_SEARCH,PARAMETRIC_SEARCH,True,HIGH,HIGH,30,BINARY_SEARCH,0.33,True,False
818_F_solution_12,MATH,MATH,True,HIGH,HIGH,85,COMBINATORICS,1.25,True,False
818_F_solution_13,PARAMETRIC_SEARCH,PARAMETRIC_SEARCH,True,HIGH,HIGH,55,BINARY_SEARCH,0.82,True,False
818_F_solution_14,MATH,MATH,True,HIGH,HIGH,40,COMBINATORICS,0.62,True,False
818_F_solution_15,PARAMETRIC_SEARCH,PARAMETRIC_SEARCH,True,HIGH,HIGH,30,BINARY_SEARCH,0.75,True,False
818_F_solution_16,PARAMETRIC_SEARCH,PARAMETRIC_SEARCH,True,HIGH,HIGH,30,BINARY_SEARCH,0.25,True,False
818_F_solution_17,BINARY_SEARCH,BINARY_SEARCH,True,HIGH,HIGH,5,MATH,0.04,True,False
818_F_solution_18,MATH,BINARY_SEARCH,False,HIGH,HIGH,60,COMBINATORICS,1.0,True,False
818_F_solution_19,BINARY_SEARCH,BINARY_SEARCH,True,HIGH,HIGH,50,COMBINATORICS,0.79,True,False
818_F_solution_2,BINARY_SEARCH,MATH,False,HIGH,HIGH,40,COMBINATORICS,0.54,True,False
818_F_solution_20,MATH,BINARY_SEARCH,False,HIGH,HIGH,95,BINARY_SEARCH,1.92,True,False
818_F_solution_3,BINARY_SEARCH,MATH,False,HIGH,HIGH,60,PARAMETRIC_SEARCH,1.25,True,False
818_F_solution_4,MATH,MATH,True,HIGH,HIGH,90,BINARY_SEARCH,2.04,True,False
818_F_solution_5,MATH,MATH,True,HIGH,HIGH,30,COMBINATORICS,0.25,True,False
818_F_solution_6,BINARY_SEARCH,BINARY_SEARCH,True,HIGH,HIGH,50,COMBINATORICS,0.58,True,False
818_F_solution_7,BINARY_SEARCH,MATH,False,HIGH,HIGH,20,IMPLEMENTATION,0.25,True,False
818_F_solution_8,MATH,MATH,True,HIGH,HIGH,60,BINARY_SEARCH,0.67,True,False
818_F_solution_9,PARAMETRIC_SEARCH,BINARY_SEARCH,False,HIGH,HIGH,55,PARAMETRIC_SEARCH,1.42,True,False
838_B_solution_1,SEGMENT_TREE,LAZY_SEGMENT_TREE,False,HIGH,HIGH,80,EULER_TOUR,0.92,True,False
838_B_solution_10,LAZY_SEGMENT_TREE,LAZY_SEGMENT_TREE,True,HIGH,HIGH,40,LCA,1.67,True,False
838_B_solution_11,LAZY_SEGMENT_TREE,LAZY_SEGMENT_TREE,True,HIGH,HIGH,60,PREFIX_SUM,1.62,True,False
838_B_solution_12,LAZY_SEGMENT_TREE,LAZY_SEGMENT_TREE,True,HIGH,HIGH,40,LCA,0.58,True,False
838_B_solution_13,SEGMENT_TREE,SEGMENT_TREE,True,HIGH,HIGH,60,SUBTREE_QUERY,0.62,True,False
838_B_solution_14,LAZY_SEGMENT_TREE,LAZY_SEGMENT_TREE,True,HIGH,HIGH,80,GRAPH_TRAVERSAL,1.79,True,False
838_B_solution_15,LAZY_SEGMENT_TREE,LAZY_SEGMENT_TREE,True,HIGH,HIGH,70,RANGE_SUM_QUERY,1.38,True,False
838_B_solution_16,LAZY_SEGMENT_TREE,LAZY_SEGMENT_TREE,True,HIGH,HIGH,25,DFS,0.92,True,False
838_B_solution_17,LAZY_SEGMENT_TREE,LAZY_SEGMENT_TREE,True,HIGH,HIGH,40,LCA,1.5,True,False
838_B_solution_18,SEGMENT_TREE,TREE,False,MEDIUM,MEDIUM,40,DP,1.42,True,False
838_B_solution_19,LAZY_SEGMENT_TREE,LAZY_SEGMENT_TREE,True,HIGH,HIGH,20,IMPLEMENTATION,0.83,True,False
838_B_solution_2,LAZY_SEGMENT_TREE,LAZY_SEGMENT_TREE,True,HIGH,HIGH,60,RANGE_SUM_QUERY,1.46,True,False
838_B_solution_20,SEGMENT_TREE,TREE,False,HIGH,HIGH,60,DP,1.46,True,False
838_B_solution_3,SEGMENT_TREE,SEGMENT_TREE,True,HIGH,HIGH,60,DIFFERENCE_ARRAY,2.12,True,False
838_B_solution_4,LAZY_SEGMENT_TREE,LAZY_SEGMENT_TREE,True,HIGH,HIGH,20,IMPLEMENTATION,0.67,True,False
838_B_solution_5,LAZY_SEGMENT_TREE,LAZY_SEGMENT_TREE,True,HIGH,HIGH,10,RANGE_SUM_QUERY,0.17,True,False
838_B_solution_6,LAZY_SEGMENT_TREE,LAZY_SEGMENT_TREE,True,HIGH,HIGH,70,RANGE_SUM_QUERY,0.96,True,False
838_B_solution_7,LAZY_SEGMENT_TREE,LAZY_SEGMENT_TREE,True,HIGH,HIGH,70,GRAPH_TRAVERSAL,1.33,True,False
838_B_solution_8,LAZY_SEGMENT_TREE,LAZY_SEGMENT_TREE,True,HIGH,HIGH,40,DFS,1.33,True,False
838_B_solution_9,LAZY_SEGMENT_TREE,LAZY_SEGMENT_TREE,True,HIGH,HIGH,40,LCA,2.04,True,False
845_B_solution_1,GREEDY,GREEDY,True,HIGH,HIGH,20,MATH,0.25,True,False
845_B_solution_10,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,20,SIMULATION,0.42,True,False
845_B_solution_11,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,40,MATH,0.92,True,False
845_B_solution_12,GREEDY,GREEDY,True,HIGH,HIGH,60,BRUTE_FORCE,1.5,True,False
845_B_solution_13,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,20,STRING,0.33,True,False
845_B_solution_14,GREEDY,GREEDY,True,HIGH,HIGH,20,SORTING_GREEDY,0.75,True,False
845_B_solution_15,GREEDY,GREEDY,True,HIGH,HIGH,20,BRUTE_FORCE,0.33,True,False
845_B_solution_16,GREEDY,GREEDY,True,HIGH,HIGH,20,IMPLEMENTATION,0.42,True,False
845_B_solution_17,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,30,STRING,0.33,True,False
845_B_solution_18,GREEDY,GREEDY,True,HIGH,HIGH,60,HEAP_GREEDY,2.29,True,False
845_B_solution_19,GREEDY,GREEDY,True,HIGH,HIGH,10,IMPLEMENTATION,0.29,True,False
845_B_solution_2,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,20,IMPLEMENTATION,0.33,True,False
845_B_solution_20,GREEDY,GREEDY,True,HIGH,HIGH,10,MATH,0.17,True,False
845_B_solution_3,GREEDY,GREEDY,True,HIGH,HIGH,40,IMPLEMENTATION,0.5,True,False
845_B_solution_4,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,30,SIMULATION,0.42,True,False
845_B_solution_5,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,25,IMPLEMENTATION,0.29,True,False
845_B_solution_6,GREEDY,GREEDY,True,HIGH,HIGH,20,BRUTE_FORCE,0.25,True,False
845_B_solution_7,GREEDY,GREEDY,True,HIGH,HIGH,30,STRING,0.62,True,False
845_B_solution_8,GREEDY,GREEDY,True,HIGH,HIGH,20,BRUTE_FORCE,0.58,True,False
845_B_solution_9,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,40,SIMULATION,0.92,True,False
875_B_solution_1,IMPLEMENTATION,TWO_POINTERS,False,HIGH,HIGH,40,GREEDY,1.12,True,False
875_B_solution_10,TWO_POINTERS,TWO_POINTERS,True,HIGH,HIGH,15,SIMULATION,0.33,True,False
875_B_solution_11,TWO_POINTERS,IMPLEMENTATION,False,HIGH,HIGH,30,SIMULATION,0.25,True,False
875_B_solution_12,FENWICK_TREE,FENWICK_TREE,True,HIGH,HIGH,20,IMPLEMENTATION,0.75,True,False
875_B_solution_13,TWO_POINTERS,TWO_POINTERS,True,HIGH,HIGH,10,SIMULATION,0.12,True,False
875_B_solution_14,TWO_POINTERS,TWO_POINTERS,True,HIGH,HIGH,10,SIMULATION,0.08,True,False
875_B_solution_15,TWO_POINTERS,IMPLEMENTATION,False,HIGH,HIGH,40,MATH,1.21,True,False
875_B_solution_16,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,40,MATH,0.75,True,False
875_B_solution_17,IMPLEMENTATION,TWO_POINTERS,False,HIGH,HIGH,40,GREEDY,0.5,True,False
875_B_solution_18,TWO_POINTERS,TWO_POINTERS,True,HIGH,HIGH,20,GREEDY,0.29,True,False
875_B_solution_19,UNION_FIND,UNION_FIND,True,HIGH,HIGH,40,CONNECTED_COMPONENTS,0.46,True,False
875_B_solution_2,TWO_POINTERS,TWO_POINTERS,True,HIGH,HIGH,30,SIMULATION,0.38,True,False
875_B_solution_20,TWO_POINTERS,TWO_POINTERS,True,HIGH,HIGH,20,SIMULATION,0.25,True,False
875_B_solution_3,TWO_POINTERS,TWO_POINTERS,True,HIGH,HIGH,30,MATH,0.75,True,False
875_B_solution_4,TWO_POINTERS,TWO_POINTERS,True,HIGH,HIGH,10,SIMULATION,0.17,True,False
875_B_solution_5,TWO_POINTERS,IMPLEMENTATION,False,HIGH,HIGH,40,MATH,0.42,True,False
875_B_solution_6,TWO_POINTERS,IMPLEMENTATION,False,HIGH,HIGH,20,SIMULATION,0.33,True,False
875_B_solution_7,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,50,TWO_POINTERS,1.33,True,False
875_B_solution_8,SORTING,SORTING,True,HIGH,HIGH,40,MATH,0.88,True,False
875_B_solution_9,IMPLEMENTATION,TWO_POINTERS,False,HIGH,HIGH,40,MATH,0.75,True,False
962_B_solution_1,GREEDY,GREEDY,True,HIGH,HIGH,30,IMPLEMENTATION,0.5,True,False
962_B_solution_10,GREEDY,GREEDY,True,HIGH,HIGH,20,SIMULATION,0.46,True,False
962_B_solution_11,GREEDY,GREEDY,True,HIGH,HIGH,30,IMPLEMENTATION,0.33,True,False
962_B_solution_12,GREEDY,GREEDY,True,HIGH,HIGH,20,STRING,0.46,True,False
962_B_solution_13,GREEDY,GREEDY,True,HIGH,HIGH,40,STATE_SIMULATION,1.12,True,False
962_B_solution_14,GREEDY,GREEDY,True,HIGH,HIGH,40,SIMULATION,0.71,True,False
962_B_solution_15,GREEDY,GREEDY,True,HIGH,HIGH,30,SIMULATION,0.33,True,False
962_B_solution_16,GREEDY,GREEDY,True,HIGH,HIGH,15,IMPLEMENTATION,0.38,True,False
962_B_solution_17,GREEDY,GREEDY,True,HIGH,HIGH,40,SIMULATION,1.08,True,False
962_B_solution_18,GREEDY,GREEDY,True,HIGH,HIGH,20,IMPLEMENTATION,0.54,True,False
962_B_solution_19,GREEDY,GREEDY,True,HIGH,HIGH,40,INTERVAL_GREEDY,0.71,True,False
962_B_solution_2,GREEDY,GREEDY,True,HIGH,HIGH,30,SIMULATION,0.67,True,False
962_B_solution_20,GREEDY,GREEDY,True,HIGH,HIGH,40,INTERVAL_GREEDY,1.17,True,False
962_B_solution_3,GREEDY,IMPLEMENTATION,False,HIGH,HIGH,45,GREEDY,0.79,True,False
962_B_solution_4,GREEDY,GREEDY,True,HIGH,HIGH,40,TWO_POINTERS,0.58,True,False
962_B_solution_5,GREEDY,GREEDY,True,HIGH,HIGH,30,STRING,0.54,True,False
962_B_solution_6,GREEDY,GREEDY,True,HIGH,HIGH,30,SIMULATION,0.33,True,False
962_B_solution_7,GREEDY,GREEDY,True,HIGH,HIGH,60,HEAP_GREEDY,1.96,True,False
962_B_solution_8,GREEDY,GREEDY,True,HIGH,HIGH,30,SIMULATION,0.54,True,False
962_B_solution_9,GREEDY,GREEDY,True,HIGH,HIGH,40,STATE_SIMULATION,0.92,True,False
